t,queue_north,queue_south,queue_east,queue_west,queue_total,waiting_total,running_veh,phase
158,9,9,1,0,19,82.0,69,0
159,11,8,1,0,20,76.0,69,0
160,10,7,1,0,18,68.0,70,0
161,10,6,1,0,17,74.0,69,0
162,10,6,1,0,17,76.0,69,0
163,11,6,1,1,19,75.0,69,0
164,9,5,1,1,16,72.0,70,0
165,7,7,2,1,17,73.0,67,0
166,9,5,2,1,17,78.0,67,0
167,9,5,2,1,17,75.0,67,0
168,5,6,2,1,14,62.0,67,0
169,5,7,0,0,12,28.0,70,0
170,4,6,0,0,10,25.0,71,0
171,5,6,0,0,11,27.0,71,0
172,4,6,0,0,10,31.0,69,0
173,6,9,0,0,15,41.0,71,0
174,8,8,0,0,16,51.0,70,0
175,10,9,0,0,19,69.0,74,0
176,10,10,0,0,20,84.0,73,0
177,10,12,0,0,22,102.0,74,0
178,12,14,0,0,26,124.0,75,0
179,10,14,0,0,24,107.0,74,0
180,10,13,0,0,23,96.0,75,0
181,9,12,1,0,22,83.0,76,0
182,7,11,1,0,19,72.0,75,0
183,6,11,2,1,20,67.0,74,0
184,6,12,3,2,23,67.0,75,0
185,4,12,3,3,22,68.0,75,0
186,4,12,4,3,23,75.0,73,0
187,3,12,4,3,22,85.0,75,0
188,4,12,4,5,25,90.0,75,0
189,3,14,5,5,27,107.0,75,0
190,1,13,5,5,24,114.0,75,0
191,0,13,5,5,23,122.0,77,0
192,1,13,5,5,24,141.0,77,0
193,0,13,5,5,23,155.0,77,0
194,1,11,3,3,18,105.0,76,0
195,2,9,2,2,15,65.0,75,0
196,1,8,0,1,10,36.0,74,0
197,2,9,0,1,12,38.0,74,0
198,3,10,0,0,13,35.0,72,0
199,3,9,0,0,12,40.0,71,0
200,4,10,0,0,14,49.0,70,0
201,6,12,0,1,19,63.0,71,0
202,8,13,1,2,24,82.0,70,0
203,8,14,1,2,25,107.0,69,0
204,7,12,2,3,24,97.0,72,0
205,7,12,3,4,26,92.0,72,0
206,6,10,4,4,24,85.0,75,0
